Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor
Falla,856,2025-04-11,6504,643.31,18.0,EDIFACT,ECC6.0,Sin respuesta,1532.95,AS2,SAP,Alta,Mal encoding,Sí,Sí,LEGACY
Falla,856,2025-05-16,17233,640.61,21.0,X12,ECC6.0,Error de autenticación,773.55,OFTP,Legacy,Alta,Mal encoding,No,Sí,SIMTEL
Éxito,856,2025-08-29,9406,470.86,,EDIFACT,,Sin respuesta,1452.53,SFTP,WEBEDI,Alta,Formato no soportado,No,Sí,SIMTEL
Falla,810,2025-03-19,21988,608.23,25.0,EDIFACT,410,Desincronización de reloj,1077.17,AS2,Legacy,Baja,Error de autenticación,No,Sí,SIMTEL
Falla,810,2025-09-06,24152,585.99,32.0,EDIFACT,ECC6.0,Formato inválido,1065.06,FTPS,Legacy,Baja,Mal encoding,Sí,Sí,SAP
Éxito,856,2025-04-06,3282,620.58,6.0,X12,R/3,Desincronización de reloj,1328.48,API,SAP,Alta,Mal encoding,Sí,Sí,EPICOR
Falla,862,2025-09-12,14913,569.02,40.0,EDIFACT,S4HANA,Error de autenticación,431.0,OFTP,Legacy,Media,Duplicado,Sí,Sí,VAN
Éxito,850,2025-05-25,18874,616.99,20.0,X12,S4HANA,Timeout,864.88,OFTP,VAN,Baja,Mal encoding,Sí,Sí,SAP
Falla,850,2025-03-09,33055,477.35,49.0,X12,R/3,Timeout,1985.92,API,Legacy,Media,Desincronización de reloj,No,Sí,SAP
Éxito,830,2025-04-12,30010,454.12,29.0,X12,410,Sin respuesta,1200.34,OFTP,VAN,Baja,Error de autenticación,No,Sí,SEEBURGER
Falla,850,2025-11-22,12857,,5.0,EDIFACT,410,Formato inválido,1645.74,AS2,Legacy,Alta,Falta un campo mandatorio,No,Sí,SIMTEL
Falla,850,2025-02-15,25437,457.73,35.0,EDIFACT,,Desincronización de reloj,888.91,API,Legacy,Media,Mal encoding,No,Sí,SIMTEL
Éxito,862,2025-09-22,32986,468.99,19.0,X12,S4HANA,Sin respuesta,838.65,API,SAP,Baja,Fallo en unidades de medida,No,Sí,EPICOR
Falla,850,2025-04-20,23084,319.65,39.0,X12,R/3,Sin respuesta,1235.16,AS2,Legacy,Alta,Error de autenticación,Sí,Sí,SEEBURGER
Éxito,862,2025-01-02,21254,504.47,12.0,X12,S4HANA,Sin respuesta,997.44,API,SAP,Alta,Desincronización de reloj,Sí,No,SIMTEL
Falla,810,2025-08-11,28155,607.25,33.0,EDIFACT,R/3,Error de autenticación,1239.93,API,Legacy,Alta,Mal encoding,No,Sí,SIMTEL
Éxito,862,2025-02-04,1878,408.73,35.0,EDIFACT,R/3,Sin respuesta,1442.1,AS2,Legacy,Alta,Duplicado,No,Sí,LEGACY
Falla,810,2025-09-09,20262,687.24,42.0,EDIFACT,SAP PI,Formato inválido,1783.38,API,SAP,Media,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Falla,862,2025-10-13,7546,537.1,38.0,EDIFACT,SAP PI,Error de autenticación,1147.63,AS2,Legacy,Baja,Fallo en unidades de medida,No,Sí,SIMTEL
Falla,856,2025-11-09,15111,584.44,48.0,X12,ECC6.0,Timeout,1480.23,API,Legacy,Alta,Duplicado,Sí,Sí,SIMTEL
Éxito,810,2025-04-17,18166,495.11,46.0,X12,R/3,Timeout,1272.74,AS2,SAP,Media,Mal encoding,No,Sí,SIMTEL
Éxito,810,2025-12-30,31208,411.03,8.0,X12,R/3,,1092.09,OFTP,WEBEDI,Baja,Formato no soportado,No,Sí,SEEBURGER
Éxito,850,2025-04-02,14427,554.26,38.0,EDIFACT,ECC6.0,Formato inválido,992.67,API,Legacy,Media,Duplicado,Sí,No,VAN
Éxito,810,2025-01-20,20804,575.98,31.0,X12,SAP PI,Formato inválido,1263.43,AS2,SAP,Baja,Formato no soportado,Sí,No,LEGACY
Éxito,862,2025-08-03,16535,482.84,11.0,EDIFACT,R/3,Error de autenticación,1002.81,AS2,Legacy,Alta,Falta un campo mandatorio,No,Sí,EPICOR
Falla,856,2025-12-19,13857,525.54,4.0,EDIFACT,410,Timeout,1162.86,AS2,Legacy,Alta,Mal encoding,No,Sí,SEEBURGER
Falla,856,2025-05-15,8485,499.37,40.0,X12,S4HANA,Error de autenticación,1267.88,FTPS,Legacy,Baja,Falta un campo mandatorio,Sí,No,LEGACY
Falla,850,2025-11-11,5095,434.98,,X12,S4HANA,Timeout,505.07,API,WEBEDI,Media,Fallo en unidades de medida,Sí,No,SIMTEL
Falla,862,2025-07-14,19723,532.82,42.0,X12,ECC6.0,Timeout,859.74,AS2,WEBEDI,Media,Fallo en unidades de medida,Sí,Sí,SEEBURGER
Falla,862,2025-11-20,15859,429.46,22.0,X12,,Timeout,1494.12,AS2,SAP,Baja,Formato no soportado,No,Sí,VAN
Éxito,830,2025-10-26,14125,576.39,44.0,X12,,Timeout,1199.05,API,Legacy,Alta,Error de autenticación,Sí,Sí,EPICOR
Falla,810,2025-05-01,8071,,17.0,EDIFACT,ECC6.0,Error de autenticación,1444.48,API,SAP,Baja,Formato no soportado,No,Sí,VAN
Éxito,850,2025-11-23,28969,609.94,20.0,X12,ECC6.0,Formato inválido,885.35,OFTP,SAP,Baja,Duplicado,Sí,No,SIMTEL
Falla,856,2025-06-28,32429,481.49,43.0,X12,,,1173.7,API,SAP,Media,Mal encoding,Sí,Sí,VAN
Éxito,830,2025-09-05,26291,534.95,12.0,EDIFACT,SAP PI,Sin respuesta,735.46,AS2,SAP,Media,Mal encoding,No,Sí,LEGACY
Éxito,862,2025-09-29,22615,613.33,44.0,EDIFACT,410,Desincronización de reloj,1592.54,API,Legacy,Media,Mal encoding,No,Sí,LEGACY
Éxito,810,2025-12-03,30595,490.35,17.0,X12,,Formato inválido,1595.76,AS2,Legacy,Media,Desincronización de reloj,Sí,No,LEGACY
Falla,856,2025-04-03,3621,555.84,27.0,EDIFACT,ECC6.0,Formato inválido,1087.96,AS2,Legacy,Baja,Desincronización de reloj,Sí,No,LEGACY
Falla,830,2025-06-03,13486,571.8,23.0,X12,410,,542.72,AS2,SAP,Media,Falta un campo mandatorio,Sí,Sí,SIMTEL
Falla,862,2025-04-29,4371,,5.0,X12,R/3,Desincronización de reloj,1982.78,OFTP,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SAP
Falla,856,2025-05-30,2286,,49.0,X12,SAP PI,Error de autenticación,1478.9,FTPS,VAN,Alta,Mal encoding,Sí,No,EPICOR
Éxito,856,2025-12-09,25658,605.12,28.0,EDIFACT,410,,1389.76,AS2,VAN,Baja,Duplicado,Sí,No,EPICOR
Éxito,862,2025-09-06,2438,673.28,37.0,EDIFACT,S4HANA,Timeout,1500.49,SFTP,SAP,Baja,Mal encoding,Sí,No,EPICOR
Éxito,862,2025-09-08,31944,491.09,30.0,X12,ECC6.0,Timeout,1316.63,SFTP,WEBEDI,Alta,Error de autenticación,Sí,No,VAN
Éxito,850,2025-11-19,11382,624.04,45.0,EDIFACT,ECC6.0,Error de autenticación,1076.53,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,VAN
Falla,856,2025-07-20,31470,351.27,29.0,X12,SAP PI,Formato inválido,850.42,AS2,SAP,Media,Desincronización de reloj,No,Sí,VAN
Éxito,862,2025-11-03,29788,548.42,14.0,X12,R/3,Formato inválido,1546.6,API,SAP,Alta,Duplicado,No,Sí,SIMTEL
Falla,830,2025-07-02,10949,281.87,8.0,X12,R/3,Formato inválido,1031.92,FTPS,SAP,Alta,Error de autenticación,Sí,No,SAP
Éxito,810,2025-10-06,4613,422.64,46.0,X12,SAP PI,Sin respuesta,808.08,SFTP,SAP,Media,Duplicado,No,Sí,LEGACY
Éxito,850,2025-09-04,17798,396.42,27.0,EDIFACT,SAP PI,Timeout,1046.44,API,WEBEDI,Alta,Formato no soportado,No,Sí,SAP
Éxito,862,2025-06-01,24317,663.74,6.0,EDIFACT,R/3,Error de autenticación,1140.0,API,Legacy,Media,Mal encoding,No,Sí,SEEBURGER
Falla,810,2025-02-19,24583,471.73,7.0,X12,SAP PI,Error de autenticación,1327.32,AS2,Legacy,Alta,Error de autenticación,No,Sí,SIMTEL
Falla,850,2025-04-23,8938,495.15,26.0,EDIFACT,R/3,Timeout,1290.35,API,SAP,Baja,Duplicado,Sí,Sí,VAN
Éxito,856,2025-02-27,6035,477.97,42.0,EDIFACT,410,Error de autenticación,1397.26,OFTP,SAP,Baja,Formato no soportado,Sí,Sí,VAN
Éxito,810,2025-05-28,11030,355.38,30.0,EDIFACT,ECC6.0,Error de autenticación,803.46,AS2,Legacy,Baja,Error de autenticación,Sí,Sí,LEGACY
Éxito,850,2025-08-03,23514,528.69,17.0,EDIFACT,SAP PI,Error de autenticación,1505.36,OFTP,Legacy,Media,Formato no soportado,No,Sí,VAN
Falla,862,2025-08-17,31590,507.62,6.0,X12,,Error de autenticación,1274.57,AS2,Legacy,Alta,Documento parcialmente transmitido,Sí,No,VAN
Falla,862,2025-06-16,7672,418.79,3.0,EDIFACT,S4HANA,Error de autenticación,1300.95,AS2,SAP,Baja,Mal encoding,No,Sí,SAP
Falla,850,2025-05-07,9962,637.98,19.0,X12,S4HANA,Formato inválido,1576.42,API,SAP,Alta,Formato no soportado,No,Sí,EPICOR
Éxito,856,2025-12-06,19375,634.85,19.0,EDIFACT,R/3,Sin respuesta,1079.35,AS2,Legacy,Alta,Duplicado,No,Sí,EPICOR
Falla,850,2025-08-06,7542,374.23,24.0,EDIFACT,410,Desincronización de reloj,1345.14,FTPS,VAN,Alta,Desincronización de reloj,No,Sí,SIMTEL
Éxito,830,2025-03-01,28198,431.32,28.0,EDIFACT,,Formato inválido,1412.34,AS2,Legacy,Baja,Formato no soportado,No,Sí,VAN
Falla,850,2025-04-01,27757,546.98,35.0,X12,SAP PI,Formato inválido,409.26,AS2,SAP,Alta,Duplicado,No,Sí,SEEBURGER
Éxito,850,2025-08-26,22654,453.5,35.0,X12,410,Formato inválido,935.35,API,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,862,2025-06-13,7890,478.24,5.0,X12,S4HANA,Formato inválido,1412.68,API,SAP,Alta,Documento parcialmente transmitido,Sí,No,SAP
Falla,856,2025-12-05,29930,398.24,38.0,X12,410,Error de autenticación,1160.86,AS2,SAP,Alta,Formato no soportado,Sí,No,SAP
Éxito,850,2025-02-28,26486,399.23,6.0,X12,SAP PI,Desincronización de reloj,685.45,OFTP,Legacy,Alta,Mal encoding,No,Sí,SIMTEL
Éxito,810,2025-06-27,8142,447.99,,X12,ECC6.0,Desincronización de reloj,1059.94,AS2,VAN,Alta,Duplicado,No,Sí,SEEBURGER
Éxito,862,2025-12-23,11134,513.09,23.0,X12,S4HANA,Error de autenticación,1464.44,API,Legacy,Alta,Documento parcialmente transmitido,No,Sí,VAN
Falla,862,2025-07-23,25040,519.8,45.0,EDIFACT,R/3,Error de autenticación,1264.98,OFTP,SAP,Media,Fallo en unidades de medida,Sí,No,SEEBURGER
Éxito,850,2025-12-27,28335,418.32,37.0,EDIFACT,S4HANA,Desincronización de reloj,933.38,AS2,Legacy,Baja,Mal encoding,Sí,Sí,SEEBURGER
Falla,810,2025-03-07,26868,385.12,32.0,EDIFACT,SAP PI,Formato inválido,1093.43,OFTP,Legacy,Baja,Certificado expirado,No,Sí,SIMTEL
Falla,850,2025-09-05,23227,375.8,1.0,X12,S4HANA,Error de autenticación,710.82,OFTP,Legacy,Alta,Falta un campo mandatorio,Sí,No,SAP
Éxito,810,2025-09-08,18244,598.89,49.0,X12,410,Formato inválido,927.22,API,Legacy,Alta,Duplicado,No,Sí,SEEBURGER
Falla,862,2025-11-04,6178,712.52,34.0,EDIFACT,SAP PI,Formato inválido,978.53,AS2,Legacy,Baja,Mal encoding,No,Sí,SEEBURGER
Éxito,810,2025-07-30,6640,543.02,44.0,X12,SAP PI,Error de autenticación,1690.73,AS2,Legacy,Alta,Error de autenticación,No,Sí,LEGACY
Falla,850,2025-12-18,26499,243.3,28.0,X12,ECC6.0,Error de autenticación,1633.44,API,WEBEDI,Media,Fallo en unidades de medida,No,Sí,VAN
Éxito,830,2025-05-01,26197,556.83,7.0,EDIFACT,S4HANA,Desincronización de reloj,1446.37,AS2,SAP,Alta,Formato no soportado,Sí,Sí,VAN
Falla,830,2025-01-15,20105,618.55,37.0,EDIFACT,S4HANA,Error de autenticación,1371.9,API,SAP,Alta,Error de autenticación,Sí,No,SEEBURGER
Éxito,810,2025-05-29,22014,435.08,29.0,EDIFACT,S4HANA,Timeout,725.4,OFTP,Legacy,Baja,Formato no soportado,No,Sí,LEGACY
Éxito,850,2025-05-18,12658,587.97,19.0,EDIFACT,SAP PI,Formato inválido,663.68,API,Legacy,Media,Documento parcialmente transmitido,No,Sí,EPICOR
Éxito,856,2025-09-17,26147,607.15,48.0,X12,410,Formato inválido,1478.7,SFTP,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,830,2025-04-21,14333,628.91,44.0,X12,ECC6.0,Sin respuesta,580.6,API,SAP,Alta,Formato no soportado,No,Sí,SAP
Falla,862,2025-07-29,16610,441.41,19.0,EDIFACT,ECC6.0,Formato inválido,1229.77,SFTP,SAP,Alta,Error de autenticación,Sí,No,SEEBURGER
Falla,850,2025-02-01,33004,507.51,20.0,EDIFACT,R/3,Timeout,814.23,API,Legacy,Alta,Certificado expirado,Sí,No,SAP
Éxito,850,2025-10-15,14756,518.19,15.0,EDIFACT,ECC6.0,Formato inválido,1301.9,OFTP,Legacy,Media,Falta un campo mandatorio,Sí,No,SEEBURGER
Falla,830,2025-06-15,5193,631.85,24.0,X12,S4HANA,Formato inválido,1208.69,SFTP,WEBEDI,Baja,Error de autenticación,Sí,Sí,LEGACY
Éxito,856,2025-05-14,22515,459.04,41.0,X12,R/3,Sin respuesta,1358.68,AS2,VAN,Alta,Falta un campo mandatorio,Sí,Sí,VAN
Éxito,862,2025-12-12,29806,594.19,8.0,X12,R/3,Formato inválido,844.14,API,Legacy,Baja,Mal encoding,No,Sí,VAN
Falla,856,2025-06-12,9706,527.26,7.0,EDIFACT,410,Timeout,1119.23,SFTP,VAN,Media,Duplicado,No,Sí,EPICOR
Falla,862,2025-07-30,6926,596.0,19.0,EDIFACT,ECC6.0,Error de autenticación,885.94,API,WEBEDI,Alta,Desincronización de reloj,Sí,No,SAP
Éxito,830,2025-07-20,5401,575.82,,EDIFACT,ECC6.0,Error de autenticación,1258.17,API,Legacy,Media,Documento parcialmente transmitido,Sí,No,EPICOR
Falla,850,2025-08-15,13312,434.44,12.0,X12,S4HANA,Formato inválido,1483.72,API,WEBEDI,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,862,2025-08-06,9963,526.91,26.0,X12,410,Error de autenticación,1625.18,AS2,VAN,Alta,Fallo en unidades de medida,Sí,No,LEGACY
Falla,850,2025-07-24,23777,430.95,35.0,EDIFACT,SAP PI,Desincronización de reloj,536.89,API,SAP,Alta,Mal encoding,No,Sí,SAP
Falla,810,2025-05-14,29201,497.68,4.0,X12,SAP PI,Desincronización de reloj,1512.45,API,SAP,Media,Duplicado,No,Sí,SIMTEL
Falla,810,2025-01-28,7114,674.81,34.0,EDIFACT,SAP PI,,1711.31,FTPS,SAP,Baja,Duplicado,Sí,Sí,SEEBURGER
Falla,830,2025-05-18,27660,457.64,7.0,X12,R/3,Formato inválido,442.73,OFTP,Legacy,Alta,Duplicado,Sí,Sí,SIMTEL
Falla,830,2025-09-06,30635,438.9,27.0,EDIFACT,SAP PI,Error de autenticación,987.13,FTPS,SAP,Media,Error de autenticación,Sí,Sí,VAN
Éxito,830,2025-04-23,18407,481.52,3.0,X12,S4HANA,Error de autenticación,889.8,API,SAP,Media,Mal encoding,Sí,No,SAP
Falla,810,2025-06-23,4318,567.53,33.0,X12,SAP PI,Timeout,1045.94,API,Legacy,Alta,Certificado expirado,Sí,No,VAN
Falla,862,2025-11-22,6451,566.78,12.0,X12,ECC6.0,Desincronización de reloj,1568.95,SFTP,SAP,Alta,Duplicado,Sí,No,EPICOR
Éxito,856,2025-01-24,4340,536.02,19.0,EDIFACT,410,Formato inválido,700.35,FTPS,Legacy,Alta,Duplicado,No,Sí,SEEBURGER
Éxito,830,2025-06-07,15834,420.3,17.0,X12,410,Desincronización de reloj,800.43,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,SIMTEL
Éxito,856,2025-08-18,25774,475.16,18.0,X12,ECC6.0,Timeout,914.43,AS2,Legacy,Media,Desincronización de reloj,No,Sí,SIMTEL
Falla,856,2025-07-29,8992,640.76,3.0,X12,410,,1884.67,AS2,Legacy,Alta,Mal encoding,No,Sí,SIMTEL
Falla,810,2025-04-24,9515,348.28,13.0,X12,410,Timeout,898.1,SFTP,Legacy,Baja,Desincronización de reloj,Sí,No,EPICOR
Éxito,862,2025-10-21,9192,525.86,32.0,EDIFACT,ECC6.0,Timeout,1148.11,API,SAP,Baja,Mal encoding,Sí,No,SAP
Éxito,810,2025-03-27,1943,478.09,5.0,EDIFACT,S4HANA,Error de autenticación,830.51,SFTP,Legacy,Baja,Error de autenticación,Sí,No,SIMTEL
Éxito,830,2025-10-02,24279,546.83,25.0,EDIFACT,R/3,Desincronización de reloj,1179.17,AS2,SAP,Media,Desincronización de reloj,Sí,No,VAN
Éxito,810,2025-04-16,25887,513.51,22.0,X12,SAP PI,Timeout,1096.73,SFTP,SAP,Media,Duplicado,No,Sí,EPICOR
Falla,810,2025-11-17,32380,349.88,8.0,X12,ECC6.0,Timeout,1087.04,AS2,Legacy,Media,Certificado expirado,Sí,No,LEGACY
Falla,810,2025-02-26,28160,558.85,16.0,X12,ECC6.0,Formato inválido,844.79,API,SAP,Media,Desincronización de reloj,No,Sí,SAP
Falla,830,2025-11-11,17521,402.44,32.0,X12,410,Formato inválido,1375.56,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,LEGACY
Falla,830,2025-11-09,29004,381.87,5.0,X12,SAP PI,Desincronización de reloj,1745.81,API,SAP,Alta,Certificado expirado,Sí,No,LEGACY
Falla,810,2025-06-18,10914,505.07,36.0,X12,R/3,Desincronización de reloj,570.57,OFTP,VAN,Baja,Desincronización de reloj,No,Sí,SIMTEL
Éxito,810,2025-03-08,17310,458.89,25.0,EDIFACT,R/3,Desincronización de reloj,921.18,SFTP,Legacy,Media,Mal encoding,No,Sí,EPICOR
Falla,856,2025-11-06,13142,,16.0,X12,ECC6.0,Error de autenticación,1359.03,AS2,SAP,Baja,Fallo en unidades de medida,No,Sí,EPICOR
Éxito,862,2025-10-04,33490,461.14,24.0,EDIFACT,S4HANA,,1362.42,FTPS,Legacy,Media,Desincronización de reloj,No,Sí,VAN
Éxito,856,2025-01-11,12133,426.67,14.0,EDIFACT,S4HANA,Timeout,1206.37,AS2,SAP,Media,Error de autenticación,Sí,No,VAN
Éxito,862,2025-01-11,31400,654.68,13.0,EDIFACT,ECC6.0,Formato inválido,1834.09,AS2,SAP,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER
Falla,862,2025-07-14,15880,531.38,,X12,,,925.47,AS2,Legacy,Alta,Formato no soportado,Sí,Sí,SEEBURGER
Éxito,810,2025-02-16,28439,484.16,25.0,X12,SAP PI,Sin respuesta,1189.56,FTPS,Legacy,Media,Desincronización de reloj,Sí,No,SEEBURGER
Falla,856,2025-12-27,14196,575.88,27.0,EDIFACT,S4HANA,Desincronización de reloj,1293.88,API,VAN,Baja,Certificado expirado,No,Sí,SIMTEL
Éxito,862,2025-06-20,2395,481.12,8.0,EDIFACT,SAP PI,Formato inválido,1705.41,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,EPICOR
Falla,862,2025-06-30,13595,474.03,18.0,EDIFACT,S4HANA,Timeout,1134.89,AS2,WEBEDI,Alta,Desincronización de reloj,Sí,Sí,EPICOR
Éxito,830,2025-10-11,3754,593.33,37.0,X12,R/3,Formato inválido,875.05,AS2,Legacy,Baja,Mal encoding,Sí,Sí,SEEBURGER
Falla,862,2025-02-02,31437,,6.0,X12,ECC6.0,Formato inválido,1060.46,AS2,SAP,Alta,Certificado expirado,Sí,No,SIMTEL
Éxito,810,2025-12-02,32261,397.73,6.0,EDIFACT,SAP PI,Timeout,1286.73,AS2,SAP,Alta,Fallo en unidades de medida,No,Sí,VAN
Éxito,850,2025-01-26,32808,565.59,25.0,X12,R/3,Error de autenticación,1060.16,AS2,Legacy,Media,Falta un campo mandatorio,No,Sí,EPICOR
Éxito,830,2025-09-23,3511,516.38,20.0,EDIFACT,ECC6.0,Sin respuesta,592.69,AS2,Legacy,Baja,Error de autenticación,No,Sí,VAN
Éxito,850,2025-04-18,24742,515.45,23.0,X12,R/3,Error de autenticación,1176.2,AS2,VAN,Media,Duplicado,Sí,No,LEGACY
Falla,810,2025-07-05,15175,464.95,17.0,EDIFACT,SAP PI,Desincronización de reloj,1546.28,AS2,SAP,Alta,Desincronización de reloj,No,Sí,SIMTEL
Falla,850,2025-10-02,22878,559.57,32.0,EDIFACT,S4HANA,Sin respuesta,1318.21,API,VAN,Baja,Mal encoding,No,Sí,SAP
Falla,862,2025-04-12,30267,362.98,16.0,EDIFACT,ECC6.0,Sin respuesta,817.46,SFTP,SAP,Alta,Documento parcialmente transmitido,No,Sí,LEGACY
Éxito,850,2025-03-22,22520,306.29,37.0,EDIFACT,R/3,,1061.23,AS2,WEBEDI,Media,Mal encoding,No,Sí,SEEBURGER
Éxito,856,2025-10-02,29292,460.29,20.0,X12,S4HANA,Error de autenticación,1338.62,FTPS,Legacy,Baja,Mal encoding,Sí,Sí,SAP
Éxito,810,2025-07-22,32279,562.95,3.0,X12,410,Desincronización de reloj,1043.13,AS2,SAP,Alta,Formato no soportado,No,Sí,SIMTEL
Éxito,856,2025-04-28,25693,624.46,1.0,X12,SAP PI,Desincronización de reloj,804.3,AS2,SAP,Baja,Desincronización de reloj,Sí,No,SEEBURGER
Éxito,850,2025-05-29,8498,554.8,37.0,EDIFACT,SAP PI,Formato inválido,885.65,SFTP,SAP,Media,Desincronización de reloj,Sí,Sí,SEEBURGER
Éxito,856,2025-03-24,30681,407.74,35.0,X12,S4HANA,Timeout,1879.8,OFTP,SAP,Alta,Documento parcialmente transmitido,Sí,No,VAN
Falla,830,2025-07-11,12253,408.54,16.0,EDIFACT,S4HANA,Error de autenticación,1608.5,SFTP,SAP,Alta,Formato no soportado,No,Sí,SIMTEL
Falla,850,2025-06-19,12539,621.05,48.0,EDIFACT,ECC6.0,Timeout,1324.35,OFTP,SAP,Baja,Desincronización de reloj,Sí,Sí,SEEBURGER
Falla,856,2025-07-31,10738,590.55,4.0,X12,R/3,Error de autenticación,1113.81,OFTP,WEBEDI,Baja,Falta un campo mandatorio,No,Sí,VAN
Falla,862,2025-04-21,6334,554.97,3.0,EDIFACT,410,Sin respuesta,865.64,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SEEBURGER
Falla,850,2025-10-11,31400,592.06,44.0,EDIFACT,ECC6.0,Desincronización de reloj,1695.1,API,SAP,Alta,Certificado expirado,No,Sí,SEEBURGER
Falla,830,2025-05-08,16535,516.87,17.0,X12,ECC6.0,Sin respuesta,1090.51,API,Legacy,Alta,Certificado expirado,No,Sí,EPICOR
Falla,862,2025-01-07,4435,479.18,44.0,X12,410,Error de autenticación,814.91,API,SAP,Baja,Fallo en unidades de medida,Sí,Sí,SEEBURGER
Falla,850,2025-01-19,26547,484.0,42.0,EDIFACT,SAP PI,Desincronización de reloj,1248.23,OFTP,Legacy,Baja,Fallo en unidades de medida,No,Sí,VAN
Éxito,862,2025-01-11,14072,563.74,34.0,EDIFACT,ECC6.0,Formato inválido,1727.42,FTPS,Legacy,Media,Duplicado,Sí,Sí,LEGACY
Éxito,850,2025-09-27,1872,523.71,42.0,X12,SAP PI,Desincronización de reloj,635.66,API,Legacy,Baja,Mal encoding,Sí,Sí,VAN
Éxito,850,2025-02-22,31694,303.45,34.0,EDIFACT,R/3,,764.19,AS2,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,VAN
Éxito,810,2025-09-14,29480,588.26,17.0,X12,S4HANA,Error de autenticación,607.69,API,SAP,Alta,Fallo en unidades de medida,Sí,No,LEGACY
Éxito,856,2025-07-23,16887,558.59,24.0,EDIFACT,R/3,Timeout,982.1,FTPS,Legacy,Alta,Mal encoding,Sí,Sí,SAP
Éxito,850,2025-09-06,8499,532.59,37.0,EDIFACT,S4HANA,Desincronización de reloj,1401.16,API,SAP,Alta,Falta un campo mandatorio,No,Sí,EPICOR
Éxito,830,2025-01-22,15965,640.92,2.0,X12,ECC6.0,Error de autenticación,865.02,API,WEBEDI,Baja,Fallo en unidades de medida,Sí,No,SIMTEL
Falla,856,2025-03-22,19288,419.24,14.0,X12,,Desincronización de reloj,1317.48,API,Legacy,Alta,Formato no soportado,Sí,No,SEEBURGER
Falla,810,2025-05-25,22487,393.39,10.0,EDIFACT,410,Error de autenticación,1416.6,AS2,WEBEDI,Alta,Fallo en unidades de medida,Sí,No,EPICOR
Éxito,856,2025-06-04,21831,550.1,15.0,X12,410,Sin respuesta,964.69,API,Legacy,Media,Desincronización de reloj,Sí,Sí,VAN
Falla,856,2025-01-13,17758,424.32,37.0,X12,R/3,,1524.03,OFTP,Legacy,Baja,Falta un campo mandatorio,Sí,No,SIMTEL
Falla,850,2025-04-28,30152,666.65,46.0,EDIFACT,410,Sin respuesta,1028.81,API,SAP,Alta,Certificado expirado,No,Sí,LEGACY
Falla,830,2025-11-20,14907,430.68,18.0,EDIFACT,R/3,Sin respuesta,1354.07,OFTP,Legacy,Baja,Documento parcialmente transmitido,No,Sí,EPICOR
Falla,850,2025-12-19,22558,428.14,45.0,EDIFACT,SAP PI,,899.97,SFTP,SAP,Media,Formato no soportado,Sí,Sí,LEGACY
Falla,830,2025-05-07,31373,459.72,13.0,EDIFACT,SAP PI,Sin respuesta,1423.85,OFTP,Legacy,Alta,Certificado expirado,Sí,Sí,SEEBURGER
Éxito,830,2025-01-18,12213,470.28,35.0,EDIFACT,R/3,Error de autenticación,748.17,SFTP,SAP,Media,Error de autenticación,No,Sí,LEGACY
Falla,862,2025-05-20,18892,,36.0,EDIFACT,R/3,Timeout,1673.2,API,WEBEDI,Alta,Duplicado,No,Sí,VAN
Éxito,850,2025-03-05,29423,473.69,37.0,EDIFACT,R/3,Timeout,726.59,API,Legacy,Baja,Error de autenticación,Sí,Sí,SIMTEL
Éxito,810,2025-07-13,2168,463.77,10.0,EDIFACT,S4HANA,Timeout,1390.77,SFTP,SAP,Media,Formato no soportado,No,Sí,EPICOR
Éxito,856,2025-12-02,17826,344.42,29.0,X12,410,Sin respuesta,1319.05,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SIMTEL
Falla,862,2025-07-25,2947,550.46,34.0,X12,S4HANA,Error de autenticación,1684.16,API,SAP,Media,Duplicado,Sí,No,LEGACY
Éxito,810,2025-03-09,17391,456.43,24.0,EDIFACT,S4HANA,Desincronización de reloj,1378.65,API,SAP,Baja,Duplicado,Sí,Sí,EPICOR
Éxito,850,2025-05-19,21851,484.7,27.0,X12,S4HANA,Desincronización de reloj,1473.52,API,SAP,Media,Documento parcialmente transmitido,Sí,Sí,LEGACY
Éxito,830,2025-02-13,27984,378.59,9.0,X12,SAP PI,Timeout,916.39,API,WEBEDI,Media,Error de autenticación,Sí,Sí,EPICOR
Éxito,850,2025-02-09,28444,,9.0,X12,SAP PI,Formato inválido,1056.09,API,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL
