Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor,multa,retrabajo (hrs)
Éxito,830,2025-07-15,19711,532.78,78.0,X12,SAP PI,Timeout,1933.32,API,Legacy,Baja,Certificado expirado,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-08-28,5879,356.51,52.0,EDIFACT,ECC6.0,,1293.68,AS2,Legacy,Alta,Mal encoding,Sí,No,SAP,0.0,0.0
Éxito,856,2025-05-02,19490,443.19,65.0,EDIFACT,,Error de autenticación,1608.22,SFTP,SAP,Media,Fallo en unidades de medida,No,Sí,SAP,0.0,0.0
Éxito,810,2025-03-09,29913,428.62,63.0,EDIFACT,R/3,Error de autenticación,1555.35,SFTP,Legacy,Alta,Fallo en unidades de medida,Sí,No,EPICOR,0.0,0.0
Éxito,862,2025-01-08,33310,507.15,74.0,X12,ECC6.0,Desincronización de reloj,1840.32,AS2,Legacy,Alta,Certificado expirado,No,Sí,VAN,0.0,0.0
Falla,830,2025-05-24,4899,577.84,84.0,X12,R/3,Sin respuesta,2096.83,SFTP,SAP,Media,Formato no soportado,Sí,Sí,EPICOR,252.0,4.2
Éxito,862,2025-12-16,22436,466.27,68.0,EDIFACT,ECC6.0,Error de autenticación,1691.97,FTPS,Legacy,Baja,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-05-21,4507,250.68,37.0,X12,S4HANA,Error de autenticación,909.65,API,SAP,Media,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
Falla,830,2025-02-13,2505,626.22,,X12,S4HANA,Sin respuesta,2272.39,AS2,Legacy,Alta,Error de autenticación,Sí,No,SEEBURGER,,
Éxito,830,2025-05-08,16313,410.26,60.0,EDIFACT,R/3,Timeout,1488.73,AS2,SAP,Baja,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-10-05,7468,415.76,61.0,X12,SAP PI,Timeout,1508.69,FTPS,SAP,Alta,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-06-01,7929,564.48,83.0,X12,ECC6.0,Error de autenticación,2048.35,SFTP,SAP,Media,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-06-22,3579,448.41,,X12,S4HANA,Sin respuesta,1627.16,API,Legacy,Alta,Documento parcialmente transmitido,Sí,Sí,VAN,0.0,0.0
Éxito,810,2025-10-20,20380,502.39,73.0,EDIFACT,ECC6.0,Timeout,1823.04,OFTP,Legacy,Media,Error de autenticación,Sí,No,SEEBURGER,0.0,0.0
Éxito,850,2025-07-22,3762,533.29,78.0,EDIFACT,410,,1935.17,AS2,SAP,Media,Falta un campo mandatorio,No,Sí,VAN,0.0,0.0
Éxito,810,2025-01-20,29841,514.98,75.0,EDIFACT,SAP PI,Formato inválido,1868.73,AS2,SAP,Baja,Fallo en unidades de medida,Sí,Sí,LEGACY,0.0,0.0
Éxito,856,2025-11-12,3238,474.93,69.0,EDIFACT,SAP PI,Desincronización de reloj,1723.4,FTPS,Legacy,Alta,Certificado expirado,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-05-21,4597,512.42,75.0,EDIFACT,R/3,Desincronización de reloj,1859.44,AS2,SAP,Baja,Formato no soportado,No,Sí,VAN,0.0,0.0
Falla,850,2025-07-05,9428,732.49,107.0,X12,ECC6.0,Error de autenticación,2658.02,OFTP,SAP,Baja,Mal encoding,No,Sí,LEGACY,300.0,5.35
Falla,862,2025-05-18,3945,629.55,92.0,X12,ECC6.0,Sin respuesta,2284.47,API,SAP,Alta,Mal encoding,No,Sí,VAN,276.0,4.6
Falla,810,2025-12-04,18221,596.04,87.0,EDIFACT,S4HANA,Desincronización de reloj,2162.88,SFTP,SAP,Media,Mal encoding,No,Sí,VAN,261.0,4.35
Éxito,850,2025-05-09,20868,548.05,80.0,X12,410,Sin respuesta,1988.73,AS2,Legacy,Media,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Falla,856,2025-12-01,10660,669.15,98.0,EDIFACT,,Formato inválido,2428.17,AS2,Legacy,Media,Error de autenticación,No,Sí,SEEBURGER,294.0,4.9
Falla,810,2025-11-08,24883,596.72,87.0,X12,ECC6.0,Sin respuesta,2165.34,AS2,SAP,Media,Desincronización de reloj,Sí,Sí,SAP,261.0,4.35
Falla,862,2025-01-07,22883,639.37,93.0,EDIFACT,S4HANA,,2320.11,API,Legacy,Alta,Desincronización de reloj,No,Sí,SIMTEL,279.0,4.65
Falla,862,2025-03-05,10364,642.9,94.0,EDIFACT,SAP PI,,2332.92,API,WEBEDI,Media,Duplicado,Sí,Sí,SIMTEL,282.0,4.7
Falla,810,2025-06-07,27380,576.99,84.0,X12,R/3,Desincronización de reloj,2093.75,AS2,SAP,Alta,Formato no soportado,No,Sí,EPICOR,252.0,4.2
Éxito,856,2025-10-19,14557,562.24,82.0,EDIFACT,SAP PI,Sin respuesta,2040.22,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Falla,830,2025-06-14,12299,702.67,103.0,X12,410,Sin respuesta,2549.81,AS2,VAN,Baja,Fallo en unidades de medida,Sí,Sí,SIMTEL,300.0,5.15
Éxito,862,2025-05-16,9688,502.96,74.0,EDIFACT,ECC6.0,Error de autenticación,1825.11,API,WEBEDI,Media,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-04-02,27791,396.72,58.0,X12,410,Error de autenticación,1439.59,API,VAN,Baja,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-08-16,20480,544.74,80.0,EDIFACT,S4HANA,Desincronización de reloj,1976.72,API,Legacy,Media,Falta un campo mandatorio,Sí,No,VAN,0.0,0.0
Éxito,830,2025-08-25,4471,488.23,71.0,EDIFACT,SAP PI,Timeout,1771.66,API,SAP,Alta,Desincronización de reloj,Sí,Sí,VAN,0.0,0.0
Éxito,810,2025-01-05,18363,510.42,75.0,EDIFACT,S4HANA,,1852.18,AS2,VAN,Baja,Certificado expirado,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-08-27,18728,516.53,76.0,X12,R/3,Desincronización de reloj,1874.35,API,Legacy,Alta,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,856,2025-07-03,19765,465.63,68.0,X12,410,Sin respuesta,1689.65,API,VAN,Alta,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Falla,856,2025-09-03,29728,600.26,,X12,S4HANA,Desincronización de reloj,2178.19,SFTP,Legacy,Baja,Duplicado,No,Sí,LEGACY,,
Éxito,830,2025-11-23,28194,244.91,36.0,X12,ECC6.0,,888.72,SFTP,Legacy,Alta,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-10-12,26581,475.72,70.0,X12,S4HANA,Desincronización de reloj,1726.26,SFTP,Legacy,Media,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Éxito,850,2025-04-22,26186,503.15,74.0,EDIFACT,S4HANA,Desincronización de reloj,1825.8,SFTP,VAN,Alta,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-07-29,27482,566.14,83.0,X12,410,Timeout,2054.38,API,SAP,Alta,Fallo en unidades de medida,Sí,Sí,VAN,0.0,0.0
Éxito,810,2025-10-24,4981,461.26,67.0,X12,410,Error de autenticación,1673.79,AS2,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-02-10,10043,561.1,82.0,X12,R/3,Formato inválido,2036.09,AS2,SAP,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-05-22,27634,494.88,,X12,R/3,Error de autenticación,1795.79,AS2,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SIMTEL,0.0,0.0
Falla,856,2025-11-09,17361,676.77,99.0,EDIFACT,ECC6.0,,2455.82,AS2,Legacy,Alta,Formato no soportado,Sí,Sí,VAN,297.0,4.95
Éxito,830,2025-10-10,4543,562.16,82.0,EDIFACT,SAP PI,Sin respuesta,2039.93,SFTP,Legacy,Media,Mal encoding,No,Sí,SEEBURGER,0.0,0.0
Falla,850,2025-06-10,20721,581.42,,X12,S4HANA,Formato inválido,2109.82,API,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,VAN,,
Éxito,830,2025-02-02,25963,507.54,74.0,X12,SAP PI,Error de autenticación,1841.73,SFTP,VAN,Alta,Fallo en unidades de medida,Sí,Sí,EPICOR,0.0,0.0
Falla,862,2025-08-14,25759,688.02,101.0,X12,410,,2496.65,API,WEBEDI,Baja,Fallo en unidades de medida,Sí,Sí,SEEBURGER,300.0,5.05
Éxito,810,2025-04-03,8065,444.01,65.0,X12,410,Desincronización de reloj,1611.2,API,WEBEDI,Baja,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Éxito,850,2025-05-13,21513,385.09,56.0,EDIFACT,S4HANA,Desincronización de reloj,1397.39,AS2,Legacy,Alta,Certificado expirado,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-05-22,22902,490.63,72.0,X12,S4HANA,Desincronización de reloj,1780.37,AS2,SAP,Alta,Error de autenticación,Sí,No,SIMTEL,0.0,0.0
Éxito,850,2025-05-13,11734,473.74,69.0,X12,R/3,Formato inválido,1719.08,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,SAP,0.0,0.0
Éxito,856,2025-09-11,26187,486.17,71.0,X12,410,Formato inválido,1764.19,API,SAP,Baja,Certificado expirado,No,Sí,SEEBURGER,0.0,0.0
Falla,810,2025-03-07,30381,697.76,102.0,X12,410,Desincronización de reloj,2531.99,OFTP,VAN,Baja,Mal encoding,Sí,Sí,EPICOR,300.0,5.1
Éxito,850,2025-04-27,27842,420.9,62.0,X12,R/3,Formato inválido,1527.34,OFTP,SAP,Alta,Duplicado,Sí,Sí,EPICOR,0.0,0.0
Éxito,810,2025-11-19,25491,493.88,72.0,EDIFACT,ECC6.0,Error de autenticación,1792.16,API,SAP,Media,Duplicado,Sí,Sí,LEGACY,0.0,0.0
Éxito,856,2025-03-31,19086,336.7,49.0,X12,ECC6.0,Timeout,1221.8,AS2,WEBEDI,Alta,Falta un campo mandatorio,Sí,Sí,SAP,0.0,0.0
Falla,856,2025-03-17,12671,689.3,101.0,EDIFACT,R/3,Sin respuesta,2501.29,OFTP,Legacy,Alta,Certificado expirado,No,Sí,LEGACY,300.0,5.05
Éxito,830,2025-11-13,15574,267.62,39.0,X12,410,Timeout,971.12,FTPS,SAP,Media,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-12-02,28549,514.45,75.0,EDIFACT,410,Timeout,1866.81,FTPS,WEBEDI,Media,Duplicado,Sí,No,SIMTEL,0.0,0.0
Éxito,830,2025-01-26,12068,365.88,53.0,X12,ECC6.0,Sin respuesta,1327.68,OFTP,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-04-30,23888,360.8,53.0,EDIFACT,S4HANA,Error de autenticación,1309.25,OFTP,WEBEDI,Baja,Certificado expirado,Sí,No,SIMTEL,0.0,0.0
Éxito,830,2025-02-28,1511,411.65,60.0,EDIFACT,S4HANA,Formato inválido,1493.77,API,VAN,Alta,Fallo en unidades de medida,Sí,Sí,LEGACY,0.0,0.0
Éxito,850,2025-12-02,17112,389.74,57.0,X12,R/3,Timeout,1414.27,AS2,Legacy,Alta,Mal encoding,Sí,Sí,VAN,0.0,0.0
Éxito,862,2025-04-05,31431,372.49,54.0,X12,ECC6.0,Error de autenticación,1351.67,AS2,SAP,Baja,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-12-17,17508,604.04,88.0,EDIFACT,SAP PI,Error de autenticación,2191.91,API,SAP,Baja,Desincronización de reloj,No,Sí,SIMTEL,264.0,4.4
Falla,810,2025-09-17,28378,633.28,93.0,X12,R/3,,2298.01,AS2,,Baja,Mal encoding,No,Sí,LEGACY,279.0,4.65
Falla,856,2025-08-14,11282,665.42,97.0,EDIFACT,410,Desincronización de reloj,2414.64,API,Legacy,Media,Duplicado,Sí,Sí,SIMTEL,291.0,4.85
Éxito,862,2025-10-24,19386,346.97,51.0,X12,,Error de autenticación,1259.06,AS2,SAP,Alta,Fallo en unidades de medida,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-06-12,26205,421.78,62.0,EDIFACT,ECC6.0,Timeout,1530.53,API,Legacy,Media,Formato no soportado,Sí,No,VAN,0.0,0.0
Éxito,862,2025-01-22,9406,451.84,66.0,X12,410,Sin respuesta,1639.61,AS2,Legacy,Media,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-10-11,5104,443.51,65.0,X12,S4HANA,Timeout,1609.38,OFTP,SAP,Media,Mal encoding,No,Sí,SAP,0.0,0.0
Falla,856,2025-04-27,22080,580.18,85.0,EDIFACT,R/3,Desincronización de reloj,2105.32,API,Legacy,Alta,Formato no soportado,Sí,Sí,VAN,255.0,4.25
Éxito,850,2025-02-01,1790,531.8,78.0,EDIFACT,S4HANA,Timeout,1929.76,FTPS,SAP,Media,Error de autenticación,No,Sí,VAN,0.0,0.0
Éxito,810,2025-05-13,7189,407.21,60.0,EDIFACT,R/3,Formato inválido,1477.66,SFTP,SAP,Alta,Formato no soportado,Sí,No,VAN,0.0,0.0
Éxito,862,2025-05-12,8894,471.77,69.0,X12,ECC6.0,Formato inválido,1711.93,FTPS,WEBEDI,Baja,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-01-09,11369,496.69,73.0,X12,,Formato inválido,1802.36,AS2,SAP,Media,Certificado expirado,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-12-14,14937,482.84,71.0,X12,410,Error de autenticación,1752.1,API,Legacy,Alta,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-06-30,9106,426.38,62.0,EDIFACT,R/3,Timeout,1547.22,AS2,VAN,Media,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-10-04,27921,389.04,57.0,X12,SAP PI,Sin respuesta,1411.73,API,WEBEDI,Baja,Duplicado,No,Sí,SIMTEL,0.0,0.0
Falla,810,2025-01-23,13328,575.14,84.0,X12,S4HANA,Desincronización de reloj,2087.03,API,Legacy,Baja,Documento parcialmente transmitido,Sí,No,SAP,252.0,4.2
Éxito,862,2025-11-04,20578,381.74,56.0,X12,R/3,Error de autenticación,1385.24,FTPS,Legacy,Media,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Falla,810,2025-05-01,27904,570.78,83.0,X12,SAP PI,Error de autenticación,2071.21,FTPS,Legacy,Alta,Formato no soportado,No,Sí,VAN,249.0,4.15
Éxito,856,2025-06-29,30837,523.78,77.0,X12,S4HANA,Formato inválido,1900.66,OFTP,WEBEDI,Baja,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-02-25,27447,414.41,61.0,X12,ECC6.0,Formato inválido,1503.79,API,SAP,Baja,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,850,2025-09-17,13515,428.39,,X12,,Desincronización de reloj,1554.52,AS2,Legacy,Baja,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-08-16,9875,556.53,,EDIFACT,ECC6.0,,2019.5,AS2,SAP,Media,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-02-27,18235,421.28,62.0,X12,ECC6.0,Error de autenticación,1528.72,AS2,SAP,Baja,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Éxito,850,2025-09-19,21471,510.91,75.0,X12,ECC6.0,Formato inválido,1853.96,AS2,WEBEDI,Alta,Formato no soportado,Sí,Sí,VAN,0.0,0.0
Éxito,850,2025-02-09,23800,495.11,72.0,EDIFACT,R/3,Error de autenticación,1796.63,AS2,Legacy,Baja,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-05-02,27478,438.12,,EDIFACT,410,Timeout,1589.82,API,SAP,Media,Formato no soportado,Sí,No,SIMTEL,0.0,0.0
Éxito,856,2025-04-15,28832,468.51,68.0,EDIFACT,R/3,Desincronización de reloj,1700.1,API,,Media,Mal encoding,No,Sí,SAP,0.0,0.0
Éxito,810,2025-06-16,7085,435.65,64.0,EDIFACT,SAP PI,Timeout,1580.86,API,Legacy,Baja,Fallo en unidades de medida,No,Sí,SAP,0.0,0.0
Falla,830,2025-10-20,14466,617.09,90.0,EDIFACT,ECC6.0,Timeout,2239.26,SFTP,Legacy,Alta,Formato no soportado,No,Sí,SIMTEL,270.0,4.5
Éxito,850,2025-07-10,20734,429.96,63.0,X12,SAP PI,,1560.21,OFTP,VAN,Media,Error de autenticación,Sí,No,VAN,0.0,0.0
Éxito,810,2025-12-15,22320,492.88,,X12,SAP PI,Sin respuesta,1788.53,API,WEBEDI,Media,Duplicado,Sí,Sí,EPICOR,0.0,0.0
Éxito,856,2025-08-01,29289,290.92,43.0,X12,R/3,Formato inválido,,FTPS,Legacy,Media,Documento parcialmente transmitido,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-02-06,30283,431.28,63.0,X12,ECC6.0,Formato inválido,1565.0,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,LEGACY,0.0,0.0
Éxito,810,2025-11-25,7905,563.48,82.0,EDIFACT,R/3,,2044.72,API,VAN,Alta,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-08-07,13660,547.49,80.0,X12,S4HANA,Error de autenticación,1986.7,SFTP,Legacy,Alta,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Éxito,810,2025-05-25,15000,543.64,79.0,X12,S4HANA,Desincronización de reloj,1972.73,AS2,SAP,Alta,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-03-15,21812,497.12,73.0,EDIFACT,ECC6.0,Timeout,,AS2,WEBEDI,Alta,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-01-13,24399,525.17,77.0,X12,SAP PI,Timeout,1905.71,AS2,Legacy,Baja,Documento parcialmente transmitido,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-11-07,25325,407.57,60.0,EDIFACT,SAP PI,Formato inválido,1478.97,API,SAP,Alta,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Falla,862,2025-07-04,23701,622.63,91.0,EDIFACT,S4HANA,Formato inválido,2259.36,FTPS,SAP,Media,Certificado expirado,No,Sí,VAN,273.0,4.55
Éxito,810,2025-06-21,15611,411.83,60.0,EDIFACT,R/3,Formato inválido,1494.42,API,Legacy,Alta,Falta un campo mandatorio,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-07-28,16440,530.27,78.0,EDIFACT,R/3,Formato inválido,1924.21,AS2,Legacy,Baja,Desincronización de reloj,Sí,No,LEGACY,0.0,0.0
Éxito,862,2025-11-30,24477,414.35,61.0,X12,R/3,Error de autenticación,1503.57,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,0.0,0.0
Falla,862,2025-07-11,7326,584.77,85.0,EDIFACT,ECC6.0,Formato inválido,2121.98,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,LEGACY,255.0,4.25
Éxito,830,2025-08-29,4989,371.18,54.0,EDIFACT,ECC6.0,Formato inválido,1346.92,API,WEBEDI,Baja,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-05-31,3396,399.52,58.0,EDIFACT,ECC6.0,Timeout,1449.75,API,Legacy,Baja,Certificado expirado,No,Sí,VAN,0.0,0.0
Éxito,830,2025-11-15,4409,488.77,71.0,X12,,,1773.62,SFTP,SAP,Alta,Mal encoding,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-01-16,2912,421.22,62.0,EDIFACT,SAP PI,,1528.5,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-07-08,13075,488.19,71.0,EDIFACT,SAP PI,Desincronización de reloj,1771.52,API,Legacy,Alta,Formato no soportado,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-01-23,11636,374.89,55.0,EDIFACT,S4HANA,Sin respuesta,1360.38,API,Legacy,Media,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-03-18,6949,536.82,78.0,X12,ECC6.0,,1947.98,API,VAN,Baja,Desincronización de reloj,Sí,No,VAN,0.0,0.0
Éxito,810,2025-10-30,29195,342.55,50.0,X12,410,Desincronización de reloj,1243.03,FTPS,Legacy,Baja,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,856,2025-01-14,10348,524.42,77.0,EDIFACT,ECC6.0,Desincronización de reloj,1902.98,AS2,SAP,Media,Error de autenticación,No,Sí,EPICOR,0.0,0.0
Éxito,810,2025-02-24,24177,520.31,76.0,EDIFACT,SAP PI,Desincronización de reloj,1888.07,API,,Baja,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-11-08,10042,543.68,79.0,EDIFACT,ECC6.0,Error de autenticación,1972.87,API,SAP,Baja,Mal encoding,Sí,No,VAN,0.0,0.0
Éxito,830,2025-04-19,16159,511.57,75.0,X12,S4HANA,Formato inválido,1856.36,FTPS,Legacy,Alta,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,830,2025-06-10,24893,535.17,78.0,EDIFACT,S4HANA,,1941.99,SFTP,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-09-19,30075,534.84,78.0,EDIFACT,ECC6.0,Error de autenticación,1940.8,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-09-18,19028,524.54,77.0,X12,SAP PI,Timeout,1903.42,FTPS,SAP,Alta,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-10-25,31177,537.24,79.0,EDIFACT,R/3,Error de autenticación,1949.51,AS2,SAP,Baja,Formato no soportado,No,Sí,VAN,0.0,0.0
Falla,810,2025-12-31,18282,654.11,,X12,SAP PI,Timeout,2373.6,API,VAN,Alta,Duplicado,Sí,No,SAP,,
Falla,830,2025-10-26,25491,627.05,92.0,X12,410,Sin respuesta,2275.4,API,VAN,Alta,Duplicado,No,Sí,SIMTEL,276.0,4.6
Falla,810,2025-01-17,22017,728.83,107.0,X12,S4HANA,,2644.74,API,,Baja,Falta un campo mandatorio,Sí,No,SIMTEL,300.0,5.35
Éxito,862,2025-12-03,20119,497.17,73.0,X12,S4HANA,,1804.1,AS2,Legacy,Baja,Mal encoding,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-03-18,30592,549.97,80.0,EDIFACT,R/3,Error de autenticación,1995.7,API,Legacy,Alta,Error de autenticación,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-07-15,12465,467.43,68.0,X12,ECC6.0,Timeout,1696.18,API,SAP,Baja,Formato no soportado,Sí,Sí,SAP,0.0,0.0
Éxito,830,2025-02-09,28311,447.56,65.0,X12,,Formato inválido,1624.08,API,SAP,Media,Desincronización de reloj,No,Sí,SIMTEL,0.0,0.0
Falla,850,2025-04-25,32691,572.36,84.0,X12,SAP PI,Formato inválido,2076.95,AS2,SAP,Alta,Formato no soportado,Sí,Sí,SIMTEL,252.0,4.2
Éxito,830,2025-10-17,31274,412.5,60.0,X12,410,Error de autenticación,1496.86,AS2,Legacy,Baja,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Éxito,856,2025-09-15,28060,555.46,81.0,EDIFACT,R/3,Timeout,2015.62,AS2,SAP,Baja,Mal encoding,No,Sí,SAP,0.0,0.0
Éxito,862,2025-10-22,3463,552.01,81.0,X12,R/3,Desincronización de reloj,2003.1,AS2,SAP,Alta,Formato no soportado,No,Sí,SAP,0.0,0.0
Éxito,810,2025-11-19,31570,557.91,82.0,EDIFACT,SAP PI,Sin respuesta,2024.51,API,,Baja,Falta un campo mandatorio,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-10-08,18694,449.26,66.0,EDIFACT,ECC6.0,Desincronización de reloj,1630.25,OFTP,SAP,Baja,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Falla,856,2025-08-03,7974,576.52,84.0,X12,S4HANA,Sin respuesta,2092.04,AS2,Legacy,Media,Fallo en unidades de medida,No,Sí,EPICOR,252.0,4.2
Falla,810,2025-10-03,29273,684.84,100.0,EDIFACT,SAP PI,Sin respuesta,2485.11,FTPS,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER,300.0,5.0
Éxito,850,2025-03-04,8984,450.92,66.0,EDIFACT,S4HANA,Formato inválido,1636.27,API,Legacy,Media,Duplicado,Sí,No,VAN,0.0,0.0
Éxito,850,2025-09-28,31130,433.01,63.0,EDIFACT,,Sin respuesta,1571.28,API,Legacy,Baja,Formato no soportado,Sí,Sí,LEGACY,0.0,0.0
Éxito,856,2025-01-27,5916,482.97,71.0,EDIFACT,R/3,Error de autenticación,1752.57,AS2,VAN,Alta,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-11-07,24503,527.52,77.0,X12,410,Sin respuesta,1914.23,OFTP,SAP,Baja,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-08-30,17349,396.99,58.0,EDIFACT,S4HANA,,1440.57,API,Legacy,Baja,Falta un campo mandatorio,Sí,No,VAN,0.0,0.0
Éxito,856,2025-12-04,33046,454.56,66.0,X12,S4HANA,Error de autenticación,1649.48,OFTP,SAP,Alta,Formato no soportado,Sí,Sí,SAP,0.0,0.0
Falla,856,2025-09-24,26410,613.6,90.0,EDIFACT,R/3,,2226.6,AS2,VAN,Media,Falta un campo mandatorio,Sí,No,SEEBURGER,270.0,4.5
Éxito,862,2025-08-14,31267,400.92,59.0,EDIFACT,ECC6.0,Timeout,1454.84,SFTP,Legacy,Media,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Falla,830,2025-06-12,12205,686.59,100.0,X12,ECC6.0,Timeout,2491.46,SFTP,WEBEDI,Alta,Falta un campo mandatorio,Sí,Sí,SAP,300.0,5.0
Éxito,830,2025-05-18,30172,457.01,67.0,X12,R/3,Timeout,1658.37,API,WEBEDI,Alta,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Éxito,862,2025-04-10,22704,533.55,78.0,EDIFACT,ECC6.0,Error de autenticación,1936.12,AS2,Legacy,Alta,Fallo en unidades de medida,Sí,No,LEGACY,0.0,0.0
Falla,856,2025-05-31,23700,591.86,87.0,EDIFACT,R/3,Desincronización de reloj,2147.71,API,Legacy,Alta,Duplicado,Sí,Sí,VAN,261.0,4.35
Éxito,862,2025-05-05,28080,385.66,,X12,ECC6.0,,1399.46,AS2,Legacy,Media,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-06-18,13952,447.29,65.0,EDIFACT,ECC6.0,Error de autenticación,1623.1,API,Legacy,Alta,Mal encoding,No,Sí,SAP,0.0,0.0
Éxito,850,2025-05-05,26017,408.33,60.0,EDIFACT,SAP PI,Timeout,1481.72,OFTP,Legacy,Media,Documento parcialmente transmitido,Sí,No,EPICOR,0.0,0.0
Éxito,862,2025-07-05,14569,394.36,58.0,X12,410,Error de autenticación,1431.03,FTPS,WEBEDI,Alta,Mal encoding,Sí,Sí,VAN,0.0,0.0
Éxito,862,2025-04-29,23299,425.71,62.0,X12,410,Timeout,1544.79,AS2,SAP,Baja,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
